Aktionsname;Aktionsdatum;Durchführendes Konto;Aktionsnummer;Masternummer;Dateiname;Nebenrechnungen
Diskussion mit Papa;05.04.2021 08:46:00;38;1525;277319;;
Ermittlung Gesamtzeit für geplante Projekte;05.04.2021 08:46:00;31;1526;277289;;
Bearbeitung Untersuchung der Prioritätenliste / Taskliste;05.04.2021 08:55:00;31;1527;277290;;
div. Surfen;05.04.2021 09:24:00;73;1528;277293;;
Anhören / Eingabe Tonträger;05.04.2021 09:50:00;9;1529;277299;;
VICE Amazon Women (UK version);05.04.2021 10:32:00;56;1530;277303;;
Produktion Masken aus China;05.04.2021 11:22:00;32;1531;277309;;
Bearb. Playlist;05.04.2021 12:34:00;9;1532;277311;;
Anhören RW-Programm (mit Papa);05.04.2021 15:32:00;9;1533;277321;;
div. Surfen;05.04.2021 15:34:00;73;1534;277322;;
VICE Amazon Women (V2) (56' + 18');05.04.2021 16:03:00;56;1535;277325;;
Scan Radio Plattenkiste;05.04.2021 17:19:00;58;1536;277330;;
Bearbeitung Taskliste;05.04.2021 18:47:00;31;1537;277338;;
Aufwandserfassung;05.04.2021 18:57:00;31;1538;277339;;
Ansehen YouTube-Videos;05.04.2021 20:09:00;73;1539;277341;;
Scan The Jive Aces Livestream;05.04.2021 20:52:00;58;1540;277345;;
Bearb. Playlist;05.04.2021 21:07:00;9;1541;277348;;
Prod. Masken aus China;05.04.2021 21:33:00;32;1542;277351;;
Ansehen ZiB 1 / 2;05.04.2021 23:09:00;58;1543;277354;;
Scootersuche;05.04.2021 14:51:00;20;1544;277318;;
div. Surfen;06.04.2021 07:33:00;73;1545;277359;;
Scan div. Radiosender;06.04.2021 07:39:00;58;1546;277360;;
Forge of Empires;06.04.2021 07:56:00;56;1547;277362;;
Untersuchung Playlist;06.04.2021 08:15:00;9;1548;277369;;
Bearbeitung Taskliste;06.04.2021 08:17:00;31;1549;277371;;
Aufräumen;06.04.2021 08:29:00;71;1550;277372;;
Diskussion mit Papa;06.04.2021 19:00:00;38;1551;277382;;
Ansehen YouTube-Videos;06.04.2021 19:08:00;73;1552;277384;;
VICE Amazon Women;06.04.2021 20:05:00;56;1553;277386;;
Aufwandserfassung;06.04.2021 21:14:00;31;1554;277389;;
div. Surfen;06.04.2021 22:15:00;73;1555;277391;;
Scan The Jive Aces Livestream;06.04.2021 22:37:00;58;1556;277393;;
Bearb. Playlist;06.04.2021 22:48:00;9;1557;277394;;
Scan div. Radiosender;07.04.2021 07:40:00;58;1558;277400;;
Forge of Empires;07.04.2021 07:58:00;56;1559;277401;;
div. Surfen;07.04.2021 08:42:00;73;1560;277403;;
Scootersuche;07.04.2021 19:10:00;20;1561;277416;;
div. Surfen;07.04.2021 19:21:00;73;1562;277420;;
Ansehen ZiB 1 / 2;07.04.2021 19:44:00;58;1563;277421;;
Ansehen YouTube-Videos;07.04.2021 19:50:00;73;1564;277422;;
Aufwandserfassung;07.04.2021 21:16:00;31;1565;277426;;
Scan The Jive Aces Livestream;07.04.2021 22:21:00;58;1566;277429;;
Bearb. Playlist;07.04.2021 22:35:00;9;1567;277431;;
div. Surfen;08.04.2021 07:50:00;73;1568;277438;;
Scan div. Radiosender;08.04.2021 07:56:00;58;1569;277439;;
Zusammenstellung Repertoireliste Jive Aces;08.04.2021 08:12:00;58;1570;277440;;
Forge of Empires;08.04.2021 08:28:00;56;1571;277442;;
Auswertung Radioscans / Playlists;08.04.2021 08:43:00;9;1572;277443;;
Fahrt zu DZU mit TIER-Scootern;08.04.2021 09:32:00;20;1573;277448;;"Gesamtstrecke mit Taxi von Taxistand = 13' / 9,8 km -> Kosten 22,8 * 0,55 + 5,39 = 17,93, gerundet € 18,-, Fahrzeit hier: 7' Gehzeit 7' + 2' = 9' + Taxizeit 14' = 23' + 7' Maske = 30'; tatsächliche Fahrzeit: 9:32 Anziehen, 9:34 Abgang, 9:46 Paket gekauft, 10:24 Scootertausch, 10:43 Ankunft am Schwedenplatz, 10:45 im Lokal -> Gesamtfahrzeit 1:13 = 73', davon auf Scooter 34' + 19' = 53'; hier verrechnet: 28', tats. Mehrzeit gegenüber Taxifahrt 50' = + 22'"
Heimfahrt von DZU tw. Mit TIER-Scooter;08.04.2021 12:53:00;20;1574;277450;;"Taxi wäre 9,7 km / 13' gewesen -> Kosten 22,7 * 0,55 + 5,39 = € 17,88, gerundet € 18,-; Fahrzeit wäre 5' zu Schw.platz + 14' Taxizeit + 7' Maske + 4' nach Hause = 30'; Fahrzeit mit Scooter = 24' (Fahrt 12:34-12:58) von U-Bahn Kagran, Kagr. Platz od. Rennbahnweg (?) heim"
div. Surfen;08.04.2021 19:07:00;73;1575;277456;;
Ansehen YouTube-Videos;08.04.2021 19:14:00;73;1576;277457;;
Scan div. Livestreams;08.04.2021 20:08:00;58;1577;277459;;
Bearb. Playlist;08.04.2021 20:38:00;9;1578;277460;;
Mail Text Life on Miles an Terry;08.04.2021 20:52:00;58;1579;277461;;
Bearbeitung Taskliste;08.04.2021 21:08:00;31;1580;277465;;
Scan div. Radiosender;09.04.2021 07:48:00;58;1581;277477;;
div. Surfen;09.04.2021 09:20:00;73;1582;277483;;
Bearb. Koordinaten Tier;09.04.2021 09:39:00;20;1583;277487;;
Scootersuche;09.04.2021 16:33:00;20;1584;277493;;
div. Surfen;09.04.2021 16:45:00;73;1585;277495;;
Reden mit Papa;09.04.2021 17:24:00;38;1586;277496;;
VICE Amazon Women (42');09.04.2021 17:47:00;56;1587;277498;;
Ansehen YouTube-Videos;09.04.2021 18:33:00;73;1588;277502;;
Scan div. Livestreams;09.04.2021 19:24:00;58;1589;277503;;
Aufwandserfassung;09.04.2021 20:15:00;31;1590;277507;;
Bearb. Playlist;09.04.2021 21:36:00;9;1591;277508;;
Ansehen ZiB 1;09.04.2021 22:03:00;58;1592;277511;;
Einspielen div. Titel;09.04.2021 22:08:00;79;1593;277516;;
div. Surfen;10.04.2021 07:34:00;73;1594;277521;;
Forge of Empires;10.04.2021 08:45:00;56;1595;277524;;
Scan div. Radiosender / Livestreams;10.04.2021 10:18:00;58;1596;277532;;
Bearbeitung Mails;10.04.2021 11:27:00;73;1597;277537;;
Untersuchung Tonträger-Überschneidung mit Files;10.04.2021 12:40:00;9;1598;277542;;
Korr. Titel in Tonträger;10.04.2021 13:15:00;9;1599;277543;;
Bearb. Playlist;10.04.2021 13:56:00;9;1600;277554;;
Ansehen YouTube-Videos;10.04.2021 14:40:00;73;1601;277562;;
Scootersuche;10.04.2021 15:40:00;20;1602;277569;;
Anhören RW-Programm;10.04.2021 15:47:00;9;1603;277571;;
div. Surfen;10.04.2021 15:49:00;73;1604;277573;;
MAME Klax (6') / Popeye (23');10.04.2021 16:10:00;56;1605;277574;;
Scan Inn-Salzach-Welle;10.04.2021 16:41:00;58;1606;277575;;
Aufwandserfassung;10.04.2021 17:21:00;31;1607;277582;;
Bearb. Playlist;10.04.2021 18:28:00;9;1608;277583;;
Bearbeitung Untersuchung der Prioritätenliste;10.04.2021 19:09:00;31;1609;277585;;
Bearb. Koordinaten Tier;10.04.2021 19:12:00;20;1610;277586;;
Ansehen ZiB 1;10.04.2021 19:15:00;58;1611;277587;;
Ansehen YouTube-Videos;10.04.2021 19:17:00;73;1612;277588;;
Produktion Masken aus China;10.04.2021 19:58:00;32;1613;277592;;
Ansehen YouTube-Videos;11.04.2021 08:40:00;73;1614;277600;;
Untersuchung der Prioritätenliste;11.04.2021 09:10:00;31;1615;277605;;
div. Surfen;11.04.2021 09:39:00;73;1617;277608;;
Scan The Jive Aces Livestream;11.04.2021 10:51:00;58;1618;277610;;
Bearb. Playlist;11.04.2021 11:29:00;9;1619;277612;;
Bearbeitung Mails;11.04.2021 11:42:00;73;1620;277615;;
Bearb. Koordinaten Tier;11.04.2021 12:19:00;20;1621;277618;;
Themen für Mittagessen;11.04.2021 12:21:00;31;1622;277619;;
Scootersuche;11.04.2021 14:56:00;20;1623;277625;;
Anhören LP Bruckner Requiem u.a. mit Papa;11.04.2021 15:11:00;9;1624;277626;;
Bearbeitung Mails;11.04.2021 15:57:00;73;1625;277628;;
div. Surfen;11.04.2021 16:04:00;73;1626;277629;;
Bearb. Playlist;11.04.2021 17:28:00;9;1627;277631;;
Ansehen YouTube-Videos;11.04.2021 17:48:00;73;1628;277634;;
VICE Amazon Women;11.04.2021 19:23:00;56;1629;277638;;
Versuch Reg. 3D Secure Kreditkartenzahlung;11.04.2021 19:45:00;20;1630;277639;;
Scan Radio Plattenkiste + Livestreams;11.04.2021 19:50:00;58;1631;277640;;
Bearb. Koordinaten Tier;11.04.2021 20:55:00;20;1632;277641;;
Bearbeitung Mails;11.04.2021 21:42:00;73;1633;277646;;
Ansehen ZiB 1;11.04.2021 22:05:00;58;1634;277649;;
Posting Zeiten Atariage;11.04.2021 23:03:00;56;1635;277658;;
div. Surfen;12.04.2021 07:52:00;73;1636;277662;;
Scan div. Radiosender + Livestreams;12.04.2021 07:57:00;58;1637;277663;;
Ermittlung Gesamtzeit für geplante Projekte;12.04.2021 08:29:00;31;1638;277667;;
Bearbeitung Untersuchung der Prioritätenliste;12.04.2021 08:41:00;31;1639;277670;;
Bearb. Playlist;12.04.2021 09:09:00;9;1640;277673;;
Ansehen YouTube-Videos;12.04.2021 09:13:00;73;1641;277675;;
div. Surfen;12.04.2021 18:34:00;73;1642;277685;;
Ansehen YouTube-Videos;12.04.2021 18:36:00;73;1643;277686;;
Bearb. Koordinaten Tier;12.04.2021 20:26:00;20;1644;277689;;
Ansehen Fernsehsendungen;12.04.2021 21:01:00;58;1645;277691;;
Aufwandserfassung;12.04.2021 21:10:00;31;1646;277692;;
Scan div. Livestreams;12.04.2021 22:28:00;58;1647;277696;;
Bearb. Playlist;12.04.2021 22:37:00;9;1648;277698;;
div. Surfen;13.04.2021 07:25:00;73;1649;277708;;
Scan div. Radiosender;13.04.2021 07:33:00;58;1650;277709;;
Forge of Empires;13.04.2021 07:49:00;56;1651;277710;;
Scootersuche;13.04.2021 18:50:00;20;1652;277723;;
Ansehen Fernsehsendungen;13.04.2021 19:25:00;58;1653;277729;;
AE / Abr. 8.8.2020;13.04.2021 19:28:00;31;1654;277730;;
Ansehen YouTube-Videos;13.04.2021 20:35:00;73;1655;277731;;
div. Surfen;13.04.2021 21:37:00;73;1656;277732;;
Scan div. Livestreams;13.04.2021 22:00:00;58;1657;277734;;
Stella Smurf (Prototype);13.04.2021 22:15:00;56;1658;277735;;
Bearb. Koordinaten Tier;13.04.2021 22:36:00;20;1659;277737;;
Bearb. Playlist;13.04.2021 22:40:00;9;1660;277739;;
div. Surfen;14.04.2021 07:39:00;73;1661;277744;;
Scan div. Radiosender;14.04.2021 07:46:00;58;1662;277745;;
Forge of Empires;14.04.2021 08:04:00;56;1663;277747;;
Bearb. Playlist;14.04.2021 08:13:00;9;1664;277749;;
Scootersuche;14.04.2021 15:57:00;20;1665;277764;;
div. Surfen;14.04.2021 16:07:00;73;1666;277767;;
Ansehen YouTube-Videos;14.04.2021 16:19:00;73;1667;277768;;
VICE Amazon Women (UK);14.04.2021 18:10:00;56;1668;277772;;
Surfen Atariage;14.04.2021 18:37:00;56;1669;277773;;
AE / Abr. 9.-14.8.;14.04.2021 19:00:00;31;1670;277779;;
Bearb. Koordinaten Tier;14.04.2021 20:08:00;20;1671;277781;;
Ansehen ZiB 1;14.04.2021 20:14:00;58;1672;277784;;
Einspielen div. Titel;14.04.2021 20:40:00;79;1673;277786;;
Bearb. Playlist;14.04.2021 21:45:00;9;1674;277788;;
Zusammenstellung CD Papa;14.04.2021 21:53:00;38;1675;277793;;Zusammenstellung vorläufig verschollen (von Papa zu erfragen)
Scan The Jive Aces Livestream;14.04.2021 22:17:00;58;1676;277794;;
Anhören RW-Programm;14.04.2021 23:15:00;9;1677;277797;;
Scan div. Radiosender;15.04.2021 07:50:00;58;1678;277804;;
Bearb. Playlist;15.04.2021 08:04:00;9;1679;277807;;
div. Surfen;15.04.2021 08:06:00;73;1680;277810;;
Bearbeitung Untersuchung der Prioritätenliste;15.04.2021 08:13:00;31;1681;277813;;
div. Surfen;15.04.2021 18:00:00;73;1682;277822;;
Ansehen YouTube-Videos;15.04.2021 18:13:00;73;1683;277823;;
AE / Abr. 15.8.2020 / Halbmon.;15.04.2021 20:19:00;31;1684;277826;;
Ansehen ZiB 1;15.04.2021 21:51:00;58;1685;277829;;
Bearb. Koordinaten Tier;15.04.2021 21:55:00;20;1686;277830;;
Bearb. Playlist;15.04.2021 21:58:00;9;1687;277831;;
Scan div. Livestreams;15.04.2021 22:10:00;58;1688;277834;;
Einspielen 3 Titel Internet;15.04.2021 22:34:00;79;1689;277840;;
Halbmon. Abrechnung;15.04.2021 23:20:00;71;1690;277841;;
Halbmon. Abrechnung Teil 2;15.04.2021 23:21:00;71;1691;277842;;
div. Surfen;16.04.2021 07:33:00;73;1692;277846;;
Scan div. Radiosender;16.04.2021 07:57:00;58;1693;277848;;
Bearb. Hörwerte / Radiobewertung;16.04.2021 09:16:00;9;1694;277850;;
div. Surfen;16.04.2021 16:47:00;73;1695;277863;;
Anhören RW-Programm mit Papa;16.04.2021 16:54:00;9;1696;277864;;
Ansehen YouTube-Videos;16.04.2021 17:15:00;73;1697;277865;;
Bearb. Playlist;16.04.2021 18:17:00;9;1698;277866;;
SSD-Check;16.04.2021 18:45:00;46;1699;277871;;??!
VICE Amazon Women;16.04.2021 19:02:00;56;1700;277873;;
MESS Colecovision Steamroller;16.04.2021 19:28:00;56;1701;277874;;
AE / Abr. 16.-18.8.2020;16.04.2021 19:48:00;31;1702;277877;;
Bearb. Koordinaten Tier;16.04.2021 20:49:00;20;1703;277878;;
Ansehen Fernsehsendungen;16.04.2021 20:52:00;58;1704;277881;;
Scan div. Livestreams;16.04.2021 21:01:00;58;1705;277884;;
Einspielen div. Titel;16.04.2021 21:28:00;79;1706;277886;;
Sicherung MRT-Bilder von CD;16.04.2021 23:08:00;73;1707;277888;;
Scan div. Radiosender;17.04.2021 07:42:00;58;1708;277893;;
Bearb. Playlist;17.04.2021 08:38:00;9;1709;277894;;
Bearbeitung Untersuchung der Prioritätenliste.doc;17.04.2021 08:51:00;31;1710;277898;;
Bearbeitung Mails;17.04.2021 09:20:00;73;1711;277903;;
Bearbeitung Taskliste;17.04.2021 10:36:00;31;1712;277904;;
VICE Amazon Women (26' + 33');17.04.2021 10:39:00;56;1713;277906;;
div. Surfen;17.04.2021 13:00:00;73;1714;277911;;
Bearbeitung Musikumfrage Ö3;17.04.2021 14:06:00;58;1715;277920;;
Scootersuche / -beobachtung;17.04.2021 15:17:00;20;1716;277924;;
Anhören RW-Prg. Mit Papa;17.04.2021 15:20:00;9;1717;277925;;
VICE Amazon Women;17.04.2021 15:56:00;56;1718;277927;;
Scan div. Radiosender;17.04.2021 16:36:00;58;1719;277931;;
div. Surfen;17.04.2021 17:12:00;73;1720;277934;;
Bearb. Playlist;17.04.2021 17:45:00;9;1721;277935;;
Test Youtube-Streaming;17.04.2021 17:50:00;32;1722;277936;;
AE / Abr. 19.8.2020;17.04.2021 21:23:00;31;1723;277937;;
Ansehen YouTube-Videos;17.04.2021 22:27:00;73;1724;277939;;
Scan The Jive Aces Livestream;18.04.2021 05:58:00;58;1725;277950;;
Bearb. Playlist;18.04.2021 06:37:00;9;1726;277951;;
Brennen / Cover Oster-Cd für Papa;18.04.2021 08:58:00;38;1727;277959;;
div. Surfen;18.04.2021 10:30:00;73;1728;277965;;
Ansehen YouTube-Videos;18.04.2021 11:01:00;73;1729;277966;;
Bearbeitung Mails;18.04.2021 12:06:00;73;1730;277967;;
Bearb. Koordinaten Tier;18.04.2021 12:19:00;20;1731;277968;;
Themen für Mittagessen;18.04.2021 12:25:00;31;1732;277974;;
Div. Diskussionen;18.04.2021 13:57:00;31;1733;277977;;
Scootersuche;18.04.2021 15:06:00;20;1734;277980;;
Diskussion mit Papa über Mails;18.04.2021 15:12:00;38;1735;277981;;
Ansehen YouTube-Videos;18.04.2021 15:17:00;73;1736;277983;;
VICE Amazon Women;18.04.2021 16:16:00;56;1737;277984;;
Scan div. Radiosender / Livestreams;18.04.2021 17:37:00;58;1738;277987;;
div. Surfen;18.04.2021 19:27:00;73;1739;277989;;
Reparatur Probe-Livestream;18.04.2021 20:19:00;32;1740;277990;;
Bearb. Koordinaten Tier;18.04.2021 21:30:00;20;1741;277998;;
Bearbeitung Mails;18.04.2021 21:43:00;73;1742;278003;;
Posting Zeiten Atariage;18.04.2021 23:10:00;56;1743;278009;;
Ermittlung Gesamtzeit für geplante Projekte;19.04.2021 08:00:00;31;1744;278012;;
Scan div. Radiosender / Livestream;19.04.2021 08:44:00;58;1745;278020;;
Einspielung O sole mio (Jason L.);19.04.2021 09:15:00;79;1746;278021;;
Bearb. Playlist;19.04.2021 09:17:00;9;1747;278024;;
Ansehen YouTube-Videos;19.04.2021 09:24:00;73;1748;278026;;
div. Surfen;19.04.2021 09:51:00;73;1749;278028;;
Vorbereitung Youtube-Livestream;19.04.2021 10:05:00;32;1750;278031;;
Diskussion Mails mit Papa;19.04.2021 19:00:00;38;1751;278038;;
div. Surfen;19.04.2021 19:13:00;73;1752;278040;;
Ansehen YouTube-Videos;19.04.2021 19:20:00;73;1753;278041;;
Ansehen ZiB 1;19.04.2021 20:12:00;58;1754;278042;;
Vorbereitung Livestream;19.04.2021 21:22:00;32;1755;278045;;
Scan div. Livestreams;19.04.2021 22:01:00;58;1756;278048;;
Bearb. Playlist;19.04.2021 22:12:00;9;1757;278049;;
Aufwandserfassung;19.04.2021 22:16:00;31;1758;278051;;
Bearb. Koordinaten Tier;19.04.2021 22:43:00;20;1759;278052;;
div. Surfen;20.04.2021 08:03:00;73;1760;278060;;
Scan div. Radiosender / Livestream;20.04.2021 08:14:00;58;1761;278063;;
Bearb. Playlist;20.04.2021 08:58:00;9;1762;278065;;
Ansehen YouTube-Videos;20.04.2021 09:01:00;73;1763;278066;;
Bearbeitung Mails;20.04.2021 09:16:00;73;1764;278067;;
Mystery Lunch (Virtuell);20.04.2021 12:00:00;36;1765;278076;;
Scootersuche;20.04.2021 18:45:00;20;1766;278081;;
Diskussion mit Papa;20.04.2021 18:57:00;38;1767;278083;;
Bearb. Playlist;20.04.2021 19:05:00;9;1768;278085;;
div. Surfen;20.04.2021 19:11:00;73;1769;278087;;
Ansehen YouTube-Videos;20.04.2021 19:27:00;73;1770;278088;;
Ansehen ZiB 1;20.04.2021 21:09:00;58;1771;278092;;
Scan div, Livestreams;20.04.2021 21:12:00;58;1772;278093;;
Vorbereitung Livestream;20.04.2021 21:27:00;32;1773;278094;;
Bearb. Koordinaten Tier;20.04.2021 21:34:00;20;1774;278097;;
Aufwandserfassung;20.04.2021 21:38:00;31;1775;278098;;
Bearb. Playlist;21.04.2021 07:40:00;9;1776;278110;;
Scan div. Radiosender / Livestream;21.04.2021 07:50:00;58;1777;278113;;
Durchstöbern Keyboard-Registrierungen;21.04.2021 09:10:00;32;1778;278116;;
div. Surfen;21.04.2021 09:16:00;73;1779;278118;;
Ansehen YouTube-Videos;21.04.2021 09:27:00;73;1780;278119;;
Scootersuche;21.04.2021 16:43:00;20;1781;278129;;
div. Surfen;21.04.2021 17:08:00;73;1782;278132;;
Vorbereitung Livestream;21.04.2021 17:44:00;32;1783;278138;;
Aufwandserfassung;21.04.2021 18:01:00;31;1784;278140;;
Aufbau Livestream;21.04.2021 18:35:00;32;1785;278141;;
Durchführung Livestream;21.04.2021 19:06:00;32;1786;278144;;gespielt: Mr. Bojangles, Perfect (Ed Sh.), It's raining, Somethin' stupid, Morning sun, When I'm 64, That's what friends are for, La vie en rose (Grace Jones), Misty (Ray Stevens), Never gonna give you up, Hey Jude, Every beat of my heart = 12 Lieder in 1:38 Stunden (Rest Anfangsproblem)
Bearb. Playlist;21.04.2021 21:06:00;9;1787;278145;;
Ansehen YouTube-Videos;21.04.2021 21:09:00;73;1788;278146;;
Abbau Livestream;21.04.2021 22:06:00;32;1789;278147;;
Scan The Jive Aces Livestream;21.04.2021 22:19:00;58;1790;278149;;
Bearb. Koordinaten Tier;21.04.2021 23:17:00;20;1791;278151;;
div. Surfen;22.04.2021 07:50:00;73;1792;278155;;
Ansehen YouTube-Videos;22.04.2021 07:58:00;73;1793;278156;;
Scan div. Livestreams + Radiosender;22.04.2021 08:12:00;58;1794;278157;;
Aufwandserfassung;22.04.2021 08:55:00;31;1795;278163;;
Scooterfahrt zu SCN / AKH (8+39');22.04.2021 12:44:00;20;1796;278166;;"Weg zu SCN wäre zu Fuß gewesen (1,7 km = 26'); Weg zu AKH mit Taxi 13' / 8,1 km = 21,1 * 0,55 + 7,59 = 19,20, gerundet Kosten € 20,-; -> Mehraufwand gegenüber Taxi 20' (inkl. Maskenzuschlag 7'), gegenüber Fußweg 8' - Gehzeit 13' (23' wäre Mehraufwand gegenüber öffentlichen VM, zählt hier nicht)"
Fahrt TIER-Scooter (6');22.04.2021 19:18:00;20;1797;278171;;
div. Surfen;22.04.2021 19:24:00;73;1798;278174;;
Ansehen YouTube-Videos;22.04.2021 19:30:00;73;1799;278175;;
Scan div. Livestreams;22.04.2021 21:04:00;58;1800;278176;;
Ansehen ZiB 1;22.04.2021 21:12:00;58;1801;278177;;
VICE Amazon Women;22.04.2021 21:54:00;56;1802;278179;;
Bearb. Playlist;22.04.2021 22:23:00;9;1803;278183;;
Aufwandserfassung;22.04.2021 22:39:00;31;1804;278189;;
div. Surfen;23.04.2021 07:22:00;73;1805;278193;;
Scan div. Radiosender / Livestreams;23.04.2021 07:38:00;58;1806;278197;;
Ansehen YouTube-Videos;23.04.2021 08:34:00;73;1807;278201;;
Bearb. Playlist;23.04.2021 08:50:00;9;1808;278206;;
Scootersuche;23.04.2021 16:19:00;20;1809;278211;;
Anhören RW-Programm mit Papa;23.04.2021 16:34:00;9;1810;278214;;
VICE Amazon Women;23.04.2021 18:48:00;56;1811;278216;;
div. Surfen;23.04.2021 19:35:00;73;1812;278218;;
Ansehen YouTube-Videos;23.04.2021 19:42:00;73;1813;278219;;
Bearb. Playlist;23.04.2021 20:29:00;9;1814;278221;;
Aufwandserfassung;23.04.2021 20:32:00;31;1815;278225;;
Bearb. Koordinaten Tier;23.04.2021 21:37:00;20;1816;278226;;
Scan div. Livestreams;23.04.2021 21:47:00;58;1817;278227;;
Ansehen Fernsehsendungen;23.04.2021 22:10:00;58;1818;278229;;
Bearbeitung Repertoireliste Jive Aces;23.04.2021 22:23:00;58;1819;278237;;
Einspielen div. Titel;23.04.2021 22:26:00;79;1820;278238;;
Ansehen YouTube-Videos;24.04.2021 09:04:00;73;1821;278247;;
Bearb. Playlist;24.04.2021 09:28:00;9;1822;278248;;
VICE Amazon Women;24.04.2021 09:32:00;56;1823;278252;;
Scan div. Radiosender;24.04.2021 11:54:00;58;1824;278254;;
div. Surfen;24.04.2021 12:43:00;73;1825;278256;;
Bearb. Taskliste / Planung;24.04.2021 13:31:00;31;1826;278257;;
Bearbeitung Mails;24.04.2021 13:34:00;73;1827;278258;;
Anhören RW-Programm mit Papa;24.04.2021 17:32:00;9;1828;278272;;
div. Surfen;24.04.2021 18:12:00;73;1829;278273;;
Ansehen YouTube-Videos;24.04.2021 18:54:00;73;1830;278274;;
Bearb. Playlist;24.04.2021 19:45:00;9;1831;278276;;
Scan div. Radiosender + Livestreams;24.04.2021 20:01:00;58;1832;278279;;
Bearbeitung Mails;24.04.2021 20:59:00;73;1833;278283;;
Aufwandserfassung;24.04.2021 21:20:00;31;1834;278286;;
Mail Wunsch Plattenkiste;24.04.2021 22:36:00;58;1835;278292;;
Ansehen ZiB 1;24.04.2021 22:43:00;58;1836;278294;;
Scan div. Radiosender;25.04.2021 07:55:00;58;1837;278302;;
VICE Amazon Women (41');25.04.2021 08:46:00;56;1838;278303;;
Surfen Corona-Infektionen;25.04.2021 09:28:00;73;1839;278310;;
Planung;25.04.2021 10:09:00;31;1840;278313;;
Bearb. Playlist;25.04.2021 10:11:00;9;1841;278316;;
div. Surfen;25.04.2021 10:26:00;73;1842;278317;;
Bearbeitung Mails;25.04.2021 11:15:00;73;1843;278318;;
Bearb. Koordinaten Tier;25.04.2021 12:20:00;20;1844;278319;;
Themen für Mittagessen;25.04.2021 12:26:00;31;1845;278326;;
Div. Diskussionen;25.04.2021 14:17:00;31;1846;278330;;
div. Surfen;25.04.2021 15:19:00;73;1847;278333;;
Anhören RW-Programm mit Papa;25.04.2021 15:42:00;9;1848;278334;;
Bearbeitung Mails;25.04.2021 18:41:00;73;1849;278340;;
Aufwandserfassung;25.04.2021 18:52:00;31;1850;278341;;
Surfen Google Maps Bad Ischl;25.04.2021 20:03:00;73;1851;278342;;
Scan div. Radiosender + Livestreams;25.04.2021 20:13:00;58;1852;278345;;
Bearb. Koordinaten Tier;25.04.2021 20:46:00;20;1853;278348;;
Ansehen YouTube-Videos;25.04.2021 20:56:00;73;1854;278349;;
Bearb. Playlist;25.04.2021 21:49:00;9;1855;278352;;
Posting Zeiten Atariage;25.04.2021 23:07:00;56;1856;278360;;
div. Surfen;26.04.2021 07:29:00;73;1857;278364;;
Scan div. Radiosender + Livestreams;26.04.2021 07:37:00;58;1858;278365;;
Ermittlung Gesamtzeit für geplante Projekte;26.04.2021 08:09:00;31;1859;278368;;
Ansehen YouTube-Videos;26.04.2021 08:38:00;73;1860;278372;;
Bearb. Playlist;26.04.2021 09:01:00;9;1861;278377;;
Scootersuche;26.04.2021 19:08:00;20;1862;278386;;
div. Surfen;26.04.2021 19:15:00;73;1863;278389;;
Anhören RW-Programm mit Papa;26.04.2021 20:00:00;9;1864;278391;;
Ansehen YouTube-Videos;26.04.2021 20:42:00;73;1865;278392;;
Bearb. Playlist;26.04.2021 21:14:00;9;1866;278394;;
Aufwandserfassung;26.04.2021 21:16:00;31;1867;278397;;
Bearb. Koordinaten Tier;26.04.2021 22:00:00;20;1868;278398;;
Scan div. Livestreams;26.04.2021 22:07:00;58;1869;278399;;
div. Surfen;27.04.2021 07:36:00;73;1870;278408;;
Scan div. Radiosender + Livestreams;27.04.2021 07:44:00;58;1871;278410;;
Bearb. Playlist / RW-Datenbank;27.04.2021 09:30:00;9;1872;278420;;
Ansehen YouTube-Videos;27.04.2021 09:45:00;73;1873;278422;;
Suche Gartenwege;27.04.2021 19:09:00;20;1874;278429;;
div. Surfen;27.04.2021 20:07:00;73;1875;278435;;
Anhören RW-Programm mit Papa;27.04.2021 20:13:00;9;1876;278436;;
Ansehen YouTube-Videos;27.04.2021 20:55:00;73;1877;278437;;
Scan div. Livestreams;27.04.2021 22:03:00;58;1878;278438;;
Aufwandserfassung;27.04.2021 22:30:00;31;1879;278442;;
Ansehen YouTube-Videos;28.04.2021 07:44:00;73;1880;278451;;
Scan div. Radiosender;28.04.2021 07:54:00;58;1881;278452;;
Bearb. RW-Datenbank;28.04.2021 08:49:00;9;1882;278455;;
div. Surfen;28.04.2021 09:01:00;73;1883;278460;;
Ansehen YouTube-Videos;28.04.2021 18:28:00;73;1884;278473;;
Anhören RW-Programm mit Papa;28.04.2021 19:14:00;9;1885;278474;;
AE / Abr. 20.-21.8.2020;28.04.2021 20:04:00;31;1886;278480;;
VICE Amazon Women (UK);28.04.2021 21:11:00;56;1887;278481;;
Bearb. Koordinaten Tier;28.04.2021 21:57:00;20;1888;278482;;
Bearb. Playlist;28.04.2021 22:06:00;9;1889;278483;;
Scan The Jive Aces Livestream;28.04.2021 22:33:00;58;1890;278487;;
Einspielen div. Titel;28.04.2021 22:43:00;79;1891;278488;;
Bearb. RW-DB;29.04.2021 07:32:00;9;1892;278492;;
div. Surfen;29.04.2021 08:24:00;73;1893;278494;;
Scan div. Radiosender;29.04.2021 08:35:00;58;1894;278495;;
Planung;29.04.2021 08:59:00;31;1895;278498;;
